strain	accession	subtype	date	host	country	region	species	broad	order
A/chicken/Shantou/4600/2021	OQ292875	H3N8	2021-08-04	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/4677/2021	OQ292883	H3N8	2021-08-11	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/4683/2021	OQ292891	H3N8	2021-08-11	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/4689/2021	OQ292899	H3N8	2021-08-11	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/4691/2021	OQ292907	H3N8	2021-08-11	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/4693/2021	OQ292915	H3N8	2021-08-11	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/4699/2021	OQ292923	H3N8	2021-08-11	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/47/2022	OQ292931	H3N8	2022-01-06	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/475/2022	OQ292939	H3N8	2022-01-26	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/479/2022	OQ292947	H3N8	2022-01-26	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/481/2022	OQ292955	H3N8	2022-01-26	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/485/2022	OQ292963	H3N8	2022-01-26	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/489/2022	OQ292971	H3N8	2022-01-26	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/51/2022	OQ292979	H3N8	2022-01-06	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/5171/2021	OQ292987	H3N8	2021-09-01	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/5181/2021	OQ292995	H3N8	2021-09-01	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/52/2022	OQ293003	H3N8	2022-01-06	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/5386/2021	OQ293011	H3N8	2021-10-09	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/55/2022	OQ293019	H3N8	2022-01-06	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/5500/2021	OQ293027	H3N8	2021-10-13	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/5632/2021	OQ293035	H3N8	2021-10-21	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/5669/2021	OQ293043	H3N8	2021-10-21	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/5811/2021	OQ293051	H3N8	2021-10-27	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/6045/2021	OQ293059	H3N8	2021-11-10	Avian	China	China	Chicken	chicken	Galliformes
